Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2013,Nassau,Marijuana incl Hashish,18 thru 24,1352146,665,0.04918107955797673
2013,Nassau,Marijuana incl Hashish,25 thru 34,1352146,489,0.03616473369000093
2013,Nassau,Marijuana incl Hashish,35 thru 44,1352146,200,0.014791302122699768
2013,Nassau,Marijuana incl Hashish,45 thru 54,1352146,104,0.00769147710380388
2013,Nassau,Marijuana incl Hashish,55 and Older,1352146,29,0.0021447388077914663
2013,Nassau,Marijuana incl Hashish,Under 18,1352146,403,0.02980447377724003
2013,Nassau,Other Opioids,18 thru 24,1352146,256,0.018932866717055703
2013,Nassau,Other Opioids,25 thru 34,1352146,349,0.025810822204111097
2013,Nassau,Other Opioids,35 thru 44,1352146,132,0.009762259400981847
2013,Nassau,Other Opioids,45 thru 54,1352146,112,0.008283129188711871
2013,Nassau,Other Opioids,55 and Older,1352146,75,0.005546738296012413
2013,Nassau,Other Opioids,Under 18,1352146,9,0.0006656085955214896
2013,New York,Alcohol,18 thru 24,1626159,558,0.03431398774658566
2013,New York,Alcohol,25 thru 34,1626159,2489,0.15306006362231492
2013,New York,Alcohol,35 thru 44,1626159,4027,0.24763876103136284
2013,New York,Alcohol,45 thru 54,1626159,7310,0.4495255384006115
2013,New York,Alcohol,55 and Older,1626159,3138,0.19297006012327209
2013,New York,Alcohol,Under 18,1626159,37,0.002275300262766433
2013,New York,All Others,18 thru 24,1626159,136,0.00836326583070905
2013,New York,All Others,25 thru 34,1626159,403,0.024782324483645205
2013,New York,All Others,35 thru 44,1626159,399,0.02453634607685964
2013,New York,All Others,45 thru 54,1626159,380,0.023367948644628232
2013,New York,All Others,55 and Older,1626159,169,0.010392587686689924
2013,New York,All Others,Under 18,1626159,7,0.0004304622118747306
2013,New York,Cocaine incl Crack,18 thru 24,1626159,102,0.006272449373031788
2013,New York,Cocaine incl Crack,25 thru 34,1626159,685,0.04212380216202721
2013,New York,Cocaine incl Crack,35 thru 44,1626159,1416,0.08707635600208836
2013,New York,Cocaine incl Crack,45 thru 54,1626159,2594,0.15951699680043588
2013,New York,Cocaine incl Crack,55 and Older,1626159,665,0.040893910128099405
2013,New York,Cocaine incl Crack,Under 18,1626159,7,0.0004304622118747306
2013,New York,Heroin,18 thru 24,1626159,634,0.038987577475511306
2013,New York,Heroin,25 thru 34,1626159,2166,0.13319730727438095
2013,New York,Heroin,35 thru 44,1626159,3111,0.19130970587746954
2013,New York,Heroin,45 thru 54,1626159,4100,0.25212786695519934
2013,New York,Heroin,55 and Older,1626159,1661,0.10214253341770393
2013,New York,Heroin,Under 18,1626159,8,0.0004919568135711206
2013,New York,Marijuana incl Hashish,18 thru 24,1626159,1523,0.0936562783836021
2013,New York,Marijuana incl Hashish,25 thru 34,1626159,1794,0.1103213154433238
2013,New York,Marijuana incl Hashish,35 thru 44,1626159,1003,0.06167908550147925
2013,New York,Marijuana incl Hashish,45 thru 54,1626159,690,0.04243127517050915
2013,New York,Marijuana incl Hashish,55 and Older,1626159,151,0.009285684856154901
2013,New York,Marijuana incl Hashish,Under 18,1626159,371,0.02281449722936072
2013,New York,Other Opioids,18 thru 24,1626159,194,0.011929952729099675
2013,New York,Other Opioids,25 thru 34,1626159,367,0.022568518822575157
2013,New York,Other Opioids,35 thru 44,1626159,236,0.01451272600034806
2013,New York,Other Opioids,45 thru 54,1626159,190,0.011683974322314116
2013,New York,Other Opioids,55 and Older,1626159,133,0.00817878202561988
2013,New York,Other Opioids,Under 18,1626159,3,0.00018448380508917023
2013,Niagara,Alcohol,18 thru 24,214249,110,0.05134212995159838
2013,Niagara,Alcohol,25 thru 34,214249,263,0.12275436524791247
2013,Niagara,Alcohol,35 thru 44,214249,246,0.1148196724372109
2013,Niagara,Alcohol,45 thru 54,214249,263,0.12275436524791247
2013,Niagara,Alcohol,55 and Older,214249,113,0.05274236985936924
2013,Niagara,Alcohol,Under 18,214249,9,0.004200719723312594
2013,Niagara,All Others,18 thru 24,214249,15,0.007001199538854324
2013,Niagara,All Others,25 thru 34,214249,30,0.014002399077708647
2013,Niagara,All Others,35 thru 44,214249,7,0.003267226451465351
2013,Niagara,All Others,45 thru 54,214249,5,0.002333733179618108
2013,Niagara,All Others,55 and Older,214249,3,0.0014002399077708647
2013,Niagara,All Others,Under 18,214249,1,0.0004667466359236216
2013,Niagara,Cocaine incl Crack,18 thru 24,214249,22,0.010268425990319675
2013,Niagara,Cocaine incl Crack,25 thru 34,214249,118,0.05507610303898734
2013,Niagara,Cocaine incl Crack,35 thru 44,214249,144,0.0672115155730015
2013,Niagara,Cocaine incl Crack,45 thru 54,214249,144,0.0672115155730015
2013,Niagara,Cocaine incl Crack,55 and Older,214249,28,0.013068905805861404
2013,Niagara,Cocaine incl Crack,Under 18,214249,1,0.0004667466359236216
2013,Niagara,Heroin,18 thru 24,214249,159,0.07421271511185584
2013,Niagara,Heroin,25 thru 34,214249,194,0.09054884736918259
2013,Niagara,Heroin,35 thru 44,214249,50,0.02333733179618108
2013,Niagara,Heroin,45 thru 54,214249,11,0.005134212995159837
2013,Niagara,Heroin,55 and Older,214249,11,0.005134212995159837
2013,Niagara,Heroin,Under 18,214249,3,0.0014002399077708647
2013,Niagara,Marijuana incl Hashish,18 thru 24,214249,173,0.08074716801478654
2013,Niagara,Marijuana incl Hashish,25 thru 34,214249,149,0.06954524875261961
2013,Niagara,Marijuana incl Hashish,35 thru 44,214249,84,0.03920671741758421
2013,Niagara,Marijuana incl Hashish,45 thru 54,214249,28,0.013068905805861404
2013,Niagara,Marijuana incl Hashish,55 and Older,214249,2,0.0009334932718472432
2013,Niagara,Marijuana incl Hashish,Under 18,214249,77,0.03593949096611886
2013,Niagara,Other Opioids,18 thru 24,214249,243,0.11341943252944005
2013,Niagara,Other Opioids,25 thru 34,214249,393,0.18343142791798328
2013,Niagara,Other Opioids,35 thru 44,214249,118,0.05507610303898734
2013,Niagara,Other Opioids,45 thru 54,214249,44,0.02053685198063935
2013,Niagara,Other Opioids,55 and Older,214249,15,0.007001199538854324
2013,Niagara,Other Opioids,Under 18,214249,1,0.0004667466359236216
2013,Oneida,Alcohol,18 thru 24,233585,139,0.059507245756362785
2013,Oneida,Alcohol,25 thru 34,233585,335,0.14341674336965132
2013,Oneida,Alcohol,35 thru 44,233585,368,0.15754436286576623
2013,Oneida,Alcohol,45 thru 54,233585,454,0.19436179549200505
2013,Oneida,Alcohol,55 and Older,233585,137,0.058651026392961866
2013,Oneida,Alcohol,Under 18,233585,6,0.0025686580902027096
2013,Oneida,All Others,18 thru 24,233585,29,0.012415180769313097
2013,Oneida,All Others,25 thru 34,233585,53,0.02268981313012394
2013,Oneida,All Others,35 thru 44,233585,22,0.009418412997409937
2013,Oneida,All Others,45 thru 54,233585,11,0.004709206498704968
2013,Oneida,All Others,55 and Older,233585,3,0.001284329045101355
2013,Oneida,All Others,Under 18,233585,2,0.0008562193634009033
2013,Oneida,Cocaine incl Crack,18 thru 24,233585,32,0.013699509814414451
2013,Oneida,Cocaine incl Crack,25 thru 34,233585,145,0.062075903846565486
2013,Oneida,Cocaine incl Crack,35 thru 44,233585,183,0.07834407175118266
2013,Oneida,Cocaine incl Crack,45 thru 54,233585,184,0.0787721814328831
2013,Oneida,Cocaine incl Crack,55 and Older,233585,46,0.019693045358220775
2013,Oneida,Heroin,18 thru 24,233585,258,0.11045229787871651
2013,Oneida,Heroin,25 thru 34,233585,428,0.1832309437677933
2013,Oneida,Heroin,35 thru 44,233585,148,0.06336023289166685
2013,Oneida,Heroin,45 thru 54,233585,58,0.024830361538626198
2013,Oneida,Heroin,55 and Older,233585,16,0.006849754907207226
2013,Oneida,Heroin,Under 18,233585,2,0.0008562193634009033
2013,Oneida,Marijuana incl Hashish,18 thru 24,233585,281,0.12029882055782691
2013,Oneida,Marijuana incl Hashish,25 thru 34,233585,250,0.1070274204251129
2013,Oneida,Marijuana incl Hashish,35 thru 44,233585,107,0.04580773594194833
2013,Oneida,Marijuana incl Hashish,45 thru 54,233585,42,0.01798060663141897
2013,Oneida,Marijuana incl Hashish,55 and Older,233585,11,0.0047092064987049684
2013,Oneida,Marijuana incl Hashish,Under 18,233585,93,0.039814200398142006
2013,Oneida,Other Opioids,18 thru 24,233585,90,0.038529871353040646
2013,Oneida,Other Opioids,25 thru 34,233585,214,0.09161547188389667
2013,Oneida,Other Opioids,35 thru 44,233585,87,0.03724554230793929
2013,Oneida,Other Opioids,45 thru 54,233585,30,0.01284329045101355
2013,Oneida,Other Opioids,55 and Older,233585,6,0.0025686580902027096
2013,Oneida,Other Opioids,Under 18,233585,2,0.0008562193634009033
2013,Onondaga,Alcohol,18 thru 24,468387,367,0.0783540106792033
2013,Onondaga,Alcohol,25 thru 34,468387,803,0.17143942936076362
2013,Onondaga,Alcohol,35 thru 44,468387,918,0.19599177603135867
2013,Onondaga,Alcohol,45 thru 54,468387,1209,0.2581198880412992
2013,Onondaga,Alcohol,55 and Older,468387,458,0.09778238934897851
2013,Onondaga,Alcohol,Under 18,468387,13,0.0027754826671107435
2013,Onondaga,All Others,18 thru 24,468387,91,0.019428378669775204
2013,Onondaga,All Others,25 thru 34,468387,118,0.025192842670697522
2013,Onondaga,All Others,35 thru 44,468387,42,0.008966944001434711
2013,Onondaga,All Others,45 thru 54,468387,19,0.004056474667315703
2013,Onondaga,All Others,55 and Older,468387,11,0.0023484853337090907
2013,Onondaga,All Others,Under 18,468387,6,0.0012809920002049588
2013,Onondaga,Cocaine incl Crack,18 thru 24,468387,83,0.0177203893361686
2013,Onondaga,Cocaine incl Crack,25 thru 34,468387,237,0.05059918400809587
2013,Onondaga,Cocaine incl Crack,35 thru 44,468387,268,0.057217642675821495
2013,Onondaga,Cocaine incl Crack,45 thru 54,468387,288,0.061487616009838014
2013,Onondaga,Cocaine incl Crack,55 and Older,468387,59,0.012596421335348761
2013,Onondaga,Cocaine incl Crack,Under 18,468387,3,0.0006404960001024793
2013,Onondaga,Heroin,18 thru 24,468387,1081,0.2307920587035934
2013,Onondaga,Heroin,25 thru 34,468387,1573,0.3358334027204001
2013,Onondaga,Heroin,35 thru 44,468387,521,0.11123280535113057
2013,Onondaga,Heroin,45 thru 54,468387,231,0.04931819200789091
2013,Onondaga,Heroin,55 and Older,468387,96,0.020495872003279337
2013,Onondaga,Heroin,Under 18,468387,12,0.0025619840004099175
2013,Onondaga,Marijuana incl Hashish,18 thru 24,468387,484,0.1033333546832
2013,Onondaga,Marijuana incl Hashish,25 thru 34,468387,403,0.08603996268043307
2013,Onondaga,Marijuana incl Hashish,35 thru 44,468387,145,0.030957306671619837
2013,Onondaga,Marijuana incl Hashish,45 thru 54,468387,56,0.011955925335246281
2013,Onondaga,Marijuana incl Hashish,55 and Older,468387,8,0.0017079893336066116
2013,Onondaga,Marijuana incl Hashish,Under 18,468387,113,0.02412534933719339
2013,Onondaga,Other Opioids,18 thru 24,468387,378,0.08070249601291238
2013,Onondaga,Other Opioids,25 thru 34,468387,648,0.13834713602213555
2013,Onondaga,Other Opioids,35 thru 44,468387,254,0.05422866134200992
2013,Onondaga,Other Opioids,45 thru 54,468387,121,0.025833338670799996
2013,Onondaga,Other Opioids,55 and Older,468387,39,0.00832644800133223
2013,Onondaga,Other Opioids,Under 18,468387,7,0.001494490666905785
2013,Ontario,Alcohol,18 thru 24,109103,82,0.07515833661769153
2013,Ontario,Alcohol,25 thru 34,109103,193,0.1768970605757862
2013,Ontario,Alcohol,35 thru 44,109103,162,0.14848354307397596
2013,Ontario,Alcohol,45 thru 54,109103,245,0.22455844477237108
2013,Ontario,Alcohol,55 and Older,109103,98,0.08982337790894843
2013,Ontario,Alcohol,Under 18,109103,8,0.007332520645628442
2013,Ontario,All Others,18 thru 24,109103,17,0.015581606371960443
2013,Ontario,All Others,25 thru 34,109103,16,0.014665041291256887
2013,Ontario,All Others,35 thru 44,109103,13,0.01191534604914622
2013,Ontario,All Others,45 thru 54,109103,3,0.002749695242110666
2013,Ontario,Cocaine incl Crack,18 thru 24,109103,25,0.022914127017588888
2013,Ontario,Cocaine incl Crack,25 thru 34,109103,70,0.06415955564924887
2013,Ontario,Cocaine incl Crack,35 thru 44,109103,91,0.08340742234402354
2013,Ontario,Cocaine incl Crack,45 thru 54,109103,87,0.0797411620212093
2013,Ontario,Cocaine incl Crack,55 and Older,109103,23,0.021080996856181772
2013,Ontario,Heroin,18 thru 24,109103,125,0.11457063508794443
2013,Ontario,Heroin,25 thru 34,109103,201,0.18422958122141464
2013,Ontario,Heroin,35 thru 44,109103,61,0.05591046992291687
2013,Ontario,Heroin,45 thru 54,109103,11,0.01008221588773911
2013,Ontario,Heroin,55 and Older,109103,5,0.004582825403517777
2013,Ontario,Heroin,Under 18,109103,2,0.0018331301614071109
2013,Ontario,Marijuana incl Hashish,18 thru 24,109103,101,0.09257307315105909
2013,Ontario,Marijuana incl Hashish,25 thru 34,109103,71,0.06507612072995243
2013,Ontario,Marijuana incl Hashish,35 thru 44,109103,30,0.02749695242110666
2013,Ontario,Marijuana incl Hashish,45 thru 54,109103,19,0.01741473653336755
2013,Ontario,Marijuana incl Hashish,55 and Older,109103,7,0.006415955564924887
2013,Ontario,Marijuana incl Hashish,Under 18,109103,25,0.022914127017588885
2013,Ontario,Other Opioids,18 thru 24,109103,78,0.07149207629487732
2013,Ontario,Other Opioids,25 thru 34,109103,117,0.10723811444231598
2013,Ontario,Other Opioids,35 thru 44,109103,44,0.04032886355095644
2013,Ontario,Other Opioids,45 thru 54,109103,17,0.015581606371960443
2013,Ontario,Other Opioids,55 and Older,109103,10,0.009165650807035554
2013,Orange,Alcohol,18 thru 24,375592,184,0.04898932884619481
2013,Orange,Alcohol,25 thru 34,375592,433,0.11528467060001278
2013,Orange,Alcohol,35 thru 44,375592,369,0.09824490404481459
2013,Orange,Alcohol,45 thru 54,375592,488,0.12992821998338622
2013,Orange,Alcohol,55 and Older,375592,190,0.050586806960744635
2013,Orange,Alcohol,Under 18,375592,15,0.003993695286374576
2013,Orange,All Others,18 thru 24,375592,27,0.007188651515474239
2013,Orange,All Others,25 thru 34,375592,91,0.024228418070672428
2013,Orange,All Others,35 thru 44,375592,29,0.007721144220324181
2013,Orange,All Others,45 thru 54,375592,13,0.0034612025815246336
2013,Orange,All Others,55 and Older,375592,7,0.0018637244669748023
2013,Orange,Cocaine incl Crack,18 thru 24,375592,37,0.009851115039723957
2013,Orange,Cocaine incl Crack,25 thru 34,375592,113,0.030085837824021813
2013,Orange,Cocaine incl Crack,35 thru 44,375592,138,0.036741996634646105
2013,Orange,Cocaine incl Crack,45 thru 54,375592,181,0.048190589788919894
2013,Orange,Cocaine incl Crack,55 and Older,375592,33,0.008786129630024068
2013,Orange,Heroin,18 thru 24,375592,502,0.13365566891733585
2013,Orange,Heroin,25 thru 34,375592,713,0.18983364927900487
2013,Orange,Heroin,35 thru 44,375592,252,0.06709408081109289
2013,Orange,Heroin,45 thru 54,375592,148,0.03940446015889582
2013,Orange,Heroin,55 and Older,375592,61,0.016241027497923277
2013,Orange,Heroin,Under 18,375592,8,0.0021299708193997743
2013,Orange,Marijuana incl Hashish,18 thru 24,375592,282,0.07508147138384204
2013,Orange,Marijuana incl Hashish,25 thru 34,375592,261,0.06949029798291763
2013,Orange,Marijuana incl Hashish,35 thru 44,375592,93,0.024760910775522376
2013,Orange,Marijuana incl Hashish,45 thru 54,375592,35,0.009318622334874013
2013,Orange,Marijuana incl Hashish,55 and Older,375592,13,0.003461202581524633
2013,Orange,Marijuana incl Hashish,Under 18,375592,111,0.029553345119171865
2013,Orange,Other Opioids,18 thru 24,375592,97,0.025825896185222266
2013,Orange,Other Opioids,25 thru 34,375592,195,0.05191803872286949
2013,Orange,Other Opioids,35 thru 44,375592,96,0.025559649832797293
2013,Orange,Other Opioids,45 thru 54,375592,45,0.01198108585912373
2013,Orange,Other Opioids,55 and Older,375592,23,0.006123666105774351
2013,Orange,Other Opioids,Under 18,375592,3,0.0007987390572749154
2013,Orleans,Alcohol,18 thru 24,42235,34,0.08050195335622115
2013,Orleans,Alcohol,25 thru 34,42235,47,0.11128211199242334
2013,Orleans,Alcohol,35 thru 44,42235,33,0.07813424884574405
2013,Orleans,Alcohol,45 thru 54,42235,30,0.07103113531431278
2013,Orleans,Alcohol,55 and Older,42235,20,0.04735409020954185
2013,Orleans,Alcohol,Under 18,42235,3,0.007103113531431278
2013,Orleans,All Others,18 thru 24,42235,1,0.0023677045104770924
2013,Orleans,Cocaine incl Crack,18 thru 24,42235,3,0.007103113531431278
2013,Orleans,Cocaine incl Crack,25 thru 34,42235,10,0.023677045104770925
2013,Orleans,Cocaine incl Crack,35 thru 44,42235,9,0.021309340594293832
2013,Orleans,Cocaine incl Crack,45 thru 54,42235,2,0.004735409020954185
2013,Orleans,Cocaine incl Crack,55 and Older,42235,1,0.0023677045104770924
2013,Orleans,Heroin,18 thru 24,42235,6,0.014206227062862556
2013,Orleans,Heroin,25 thru 34,42235,16,0.03788327216763348
2013,Orleans,Heroin,35 thru 44,42235,1,0.0023677045104770924
2013,Orleans,Marijuana incl Hashish,18 thru 24,42235,36,0.08523736237717533
2013,Orleans,Marijuana incl Hashish,25 thru 34,42235,25,0.05919261276192731
2013,Orleans,Marijuana incl Hashish,35 thru 44,42235,3,0.007103113531431278
2013,Orleans,Marijuana incl Hashish,45 thru 54,42235,6,0.014206227062862556
2013,Orleans,Marijuana incl Hashish,55 and Older,42235,2,0.004735409020954185
2013,Orleans,Marijuana incl Hashish,Under 18,42235,49,0.11601752101337752
2013,Orleans,Other Opioids,18 thru 24,42235,17,0.040250976678110575
2013,Orleans,Other Opioids,25 thru 34,42235,23,0.054457203740973126
2013,Orleans,Other Opioids,35 thru 44,42235,12,0.02841245412572511
2013,Orleans,Other Opioids,45 thru 54,42235,3,0.007103113531431278
2013,Orleans,Other Opioids,55 and Older,42235,1,0.0023677045104770924
2013,Orleans,Other Opioids,Under 18,42235,3,0.007103113531431278
2013,Oswego,Alcohol,18 thru 24,121165,63,0.05199521313910783
2013,Oswego,Alcohol,25 thru 34,121165,91,0.07510419675648909
2013,Oswego,Alcohol,35 thru 44,121165,79,0.06520034663475426
2013,Oswego,Alcohol,45 thru 54,121165,86,0.07097759253909958
2013,Oswego,Alcohol,55 and Older,121165,26,0.02145834193042545
2013,Oswego,Alcohol,Under 18,121165,5,0.00412660421738951
2013,Oswego,All Others,18 thru 24,121165,14,0.011554491808690627
2013,Oswego,All Others,25 thru 34,121165,11,0.009078529278256921
2013,Oswego,All Others,35 thru 44,121165,4,0.0033012833739116077
2013,Oswego,All Others,45 thru 54,121165,3,0.002475962530433706
2013,Oswego,All Others,Under 18,121165,1,0.0008253208434779019
2013,Oswego,Cocaine incl Crack,18 thru 24,121165,6,0.004951925060867412
2013,Oswego,Cocaine incl Crack,25 thru 34,121165,28,0.023108983617381257
2013,Oswego,Cocaine incl Crack,35 thru 44,121165,25,0.020633021086947548
2013,Oswego,Cocaine incl Crack,45 thru 54,121165,7,0.005777245904345314
2013,Oswego,Cocaine incl Crack,55 and Older,121165,4,0.0033012833739116077
2013,Oswego,Heroin,18 thru 24,121165,34,0.028060908678248668
2013,Oswego,Heroin,25 thru 34,121165,46,0.03796475879998349
2013,Oswego,Heroin,35 thru 44,121165,12,0.009903850121734824
2013,Oswego,Heroin,45 thru 54,121165,3,0.002475962530433706
2013,Oswego,Marijuana incl Hashish,18 thru 24,121165,106,0.08748400940865762
2013,Oswego,Marijuana incl Hashish,25 thru 34,121165,43,0.03548879626954979
2013,Oswego,Marijuana incl Hashish,35 thru 44,121165,20,0.01650641686955804
2013,Oswego,Marijuana incl Hashish,45 thru 54,121165,6,0.004951925060867412
2013,Oswego,Marijuana incl Hashish,Under 18,121165,50,0.0412660421738951
2013,Oswego,Other Opioids,18 thru 24,121165,68,0.05612181735649734
2013,Oswego,Other Opioids,25 thru 34,121165,68,0.05612181735649734
2013,Oswego,Other Opioids,35 thru 44,121165,24,0.019807700243469648
2013,Oswego,Other Opioids,45 thru 54,121165,13,0.010729170965212725
2013,Oswego,Other Opioids,Under 18,121165,5,0.00412660421738951
